NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Michael Beasley, NYK, PF,29,74, 30, 22.3,5.5,10.9, .507, 0.5,1.2,.395, 5.1, 9.7,.520,.528, 1.7,2.1,.780, 1.3,4.3,5.6,1.7, 0.5, 0.6,1.9,2.0, 13.2
Marco Belinelli, TOT, SG,31,80, 2, 24.3,4.2,9.6, .441, 1.9,4.9,.377, 2.4, 4.6,.509,.539, 1.9,2.0,.908, 0.3,1.6,1.9,1.9, 0.8, 0.2,1.2,1.1, 12.1
Marco Belinelli, ATL, SG,31,52, 1, 23.3,3.8,9.3, .410, 1.8,4.8,.372, 2.1, 4.6,.450,.505, 1.9,2.1,.927, 0.3,1.7,1.9,2.0, 0.9, 0.1,1.0,0.8, 11.4
Marco Belinelli, PHI, SG,31,28, 1, 26.3,4.9,10.0, .495, 2.0,5.3,.385, 2.9, 4.7,.618,.597, 1.7,1.9,.870, 0.2,1.6,1.8,1.6, 0.7, 0.3,1.4,1.8, 13.6
Jordan Bell, GSW, C,23,57, 13, 14.2,2.0,3.2, .627, 0.0,0.1,.000, 2.0, 3.2,.641,.627, 0.5,0.8,.682, 1.1,2.6,3.6,1.8, 0.6, 1.0,0.9,1.6, 4.6
DeAndre' Bembry, ATL, SF,23,26, 3, 17.5,2.0,4.9, .414, 0.4,1.2,.367, 1.6, 3.8,.429,.457, 0.7,1.3,.576, 0.3,2.5,2.8,1.9, 0.8, 0.5,1.8,1.5, 5.2
Dragan Bender, PHO, PF,20,82, 37, 25.2,2.3,5.9, .386, 1.4,3.9,.366, 0.8, 2.0,.426,.508, 0.5,0.6,.765, 0.5,3.9,4.4,1.6, 0.3, 0.6,1.4,2.0, 6.5
Dāvis Bertāns, SAS, PF,25,77, 10, 14.1,2.1,4.8, .440, 1.2,3.3,.373, 0.9, 1.5,.588,.568, 0.5,0.6,.816, 0.2,1.8,2.0,1.0, 0.3, 0.4,0.5,1.2, 5.9
Patrick Beverley, LAC, SG,29,11, 11, 30.4,4.4,10.8, .403, 2.2,5.5,.400, 2.2, 5.4,.407,.504, 1.3,1.5,.824, 1.5,2.6,4.1,2.9, 1.7, 0.5,2.3,3.1, 12.2
Khem Birch, ORL, C,25,42, 0, 13.8,1.6,3.0, .540, 0.0,0.0,, 1.6, 3.0,.540,.540, 1.0,1.5,.689, 1.7,2.6,4.3,0.8, 0.4, 0.5,0.5,1.3, 4.2
Jabari Bird, BOS, SG,23,13, 1, 8.8,1.2,2.0, .577, 0.2,0.5,.429, 0.9, 1.5,.632,.635, 0.5,1.0,.462, 0.5,1.0,1.5,0.6, 0.2, 0.1,0.6,0.5, 3.0
Bismack Biyombo, ORL, C,25,82, 25, 18.2,2.2,4.3, .520, 0.0,0.0,.000, 2.2, 4.3,.521,.520, 1.2,1.9,.650, 1.8,4.0,5.7,0.8, 0.3, 1.2,1.0,1.9, 5.7
Nemanja Bjelica, MIN, PF,29,67, 21, 20.5,2.6,5.5, .461, 1.1,2.7,.415, 1.4, 2.8,.505,.563, 0.5,0.7,.800, 0.8,3.3,4.1,1.3, 0.7, 0.2,0.8,2.1, 6.8
Tarik Black, HOU, C,26,51, 2, 10.5,1.5,2.5, .591, 0.0,0.2,.091, 1.5, 2.3,.638,.594, 0.6,1.2,.460, 1.2,2.0,3.2,0.3, 0.4, 0.6,0.7,2.1, 3.5
Antonio Blakeney, CHI, SG,21,19, 0, 16.5,2.8,7.5, .371, 0.8,2.7,.288, 2.0, 4.8,.418,.423, 1.6,2.1,.769, 0.2,1.5,1.7,1.1, 0.4, 0.1,0.6,1.0, 7.9
Eric Bledsoe, TOT, PG,28,74, 74, 31.4,6.3,13.4, .473, 1.7,4.9,.347, 4.6, 8.5,.545,.536, 3.4,4.3,.795, 0.7,3.1,3.8,5.0, 2.0, 0.6,2.9,2.5, 17.7
Eric Bledsoe, PHO, PG,28,3, 3, 27.7,5.3,13.3, .400, 1.3,4.3,.308, 4.0, 9.0,.444,.450, 3.7,4.7,.786, 1.0,1.3,2.3,3.0, 1.3, 0.7,3.3,2.0, 15.7
Eric Bledsoe, MIL, PG,28,71, 71, 31.5,6.4,13.4, .476, 1.7,4.9,.349, 4.7, 8.5,.550,.540, 3.4,4.3,.795, 0.7,3.2,3.9,5.1, 2.0, 0.6,2.9,2.5, 17.8
Vander Blue, LAL, SG,25,5, 0, 9.0,0.2,1.0, .200, 0.0,0.4,.000, 0.2, 0.6,.333,.200, 0.2,0.4,.500, 0.0,0.2,0.2,0.6, 0.2, 0.0,0.6,0.4, 0.6
Bogdan Bogdanović, SAC, SG,25,78, 53, 27.9,4.4,9.9, .446, 1.7,4.2,.392, 2.8, 5.7,.485,.529, 1.3,1.5,.840, 0.4,2.5,2.9,3.3, 0.9, 0.2,1.6,2.2, 11.8
Bojan Bogdanović, IND, SF,28,80, 80, 30.8,5.1,10.7, .474, 1.9,4.8,.402, 3.1, 5.8,.534,.565, 2.2,2.6,.868, 0.4,3.0,3.4,1.5, 0.7, 0.1,1.3,1.6, 14.3
Andrew Bogut, LAL, C,33,24, 5, 9.0,0.7,1.0, .680, 0.0,0.0,, 0.7, 1.0,.680,.680, 0.1,0.1,1.000, 1.1,2.2,3.3,0.6, 0.2, 0.5,0.8,1.7, 1.5
Joel Bolomboy, MIL, PF,24,6, 0, 6.3,0.5,1.0, .500, 0.0,0.2,.000, 0.5, 0.8,.600,.500, 0.5,1.0,.500, 1.0,0.7,1.7,0.0, 0.3, 0.0,0.3,0.5, 1.5
Devin Booker, PHO, SG,21,54, 54, 34.5,8.4,19.5, .432, 2.7,7.1,.383, 5.7, 12.4,.460,.501, 5.4,6.1,.878, 0.5,4.0,4.5,4.7, 0.9, 0.3,3.6,3.1, 24.9
Trevor Booker, TOT, PF,30,68, 7, 17.0,2.6,5.0, .516, 0.1,0.5,.242, 2.5, 4.6,.545,.528, 1.0,1.4,.710, 1.7,3.0,4.7,1.2, 0.4, 0.3,0.9,1.8, 6.3
Trevor Booker, BRK, PF,30,18, 6, 21.9,4.3,8.3, .513, 0.2,0.7,.250, 4.1, 7.7,.536,.523, 1.3,2.4,.558, 2.1,4.5,6.6,2.1, 0.4, 0.3,1.7,2.4, 10.1
Trevor Booker, PHI, PF,30,33, 0, 15.0,1.8,3.3, .560, 0.1,0.2,.286, 1.8, 3.1,.578,.569, 1.0,1.2,.821, 1.4,2.3,3.7,0.8, 0.5, 0.3,0.6,1.5, 4.7
Trevor Booker, IND, PF,30,17, 1, 15.8,2.3,4.9, .464, 0.2,0.8,.214, 2.1, 4.1,.514,.482, 0.6,0.6,.909, 1.9,2.6,4.5,1.0, 0.2, 0.3,0.5,1.5, 5.4
Chris Boucher, GSW, PF,25,1, 0, 1.0,0.0,1.0, .000, 0.0,1.0,.000, 0.0, 0.0,,.000, 0.0,0.0,, 0.0,1.0,1.0,0.0, 0.0, 0.0,0.0,0.0, 0.0
Avery Bradley, TOT, SG,27,46, 46, 31.2,5.6,13.6, .414, 1.6,4.4,.369, 4.0, 9.2,.436,.474, 1.4,1.8,.768, 0.5,2.0,2.5,2.0, 1.1, 0.2,2.2,2.0, 14.3
Avery Bradley, DET, SG,27,40, 40, 31.7,5.8,14.3, .409, 1.9,4.9,.381, 4.0, 9.4,.423,.474, 1.5,2.0,.763, 0.5,1.9,2.4,2.1, 1.2, 0.2,2.3,2.0, 15.0
Avery Bradley, LAC, SG,27,6, 6, 27.5,4.3,9.2, .473, 0.2,1.5,.111, 4.2, 7.7,.543,.482, 0.3,0.3,1.000, 0.5,3.2,3.7,1.8, 0.8, 0.2,1.3,2.0, 9.2
Tony Bradley, UTA, C,20,9, 0, 3.2,0.3,1.2, .273, 0.0,0.1,.000, 0.3, 1.1,.300,.273, 0.2,0.2,1.000, 0.4,0.8,1.2,0.1, 0.0, 0.0,0.0,0.1, 0.9
Corey Brewer, TOT, SF-SG,31,72, 18, 16.8,2.0,4.4, .449, 0.4,1.5,.282, 1.5, 2.9,.539,.498, 0.9,1.3,.722, 0.6,1.5,2.1,0.9, 1.1, 0.2,0.7,1.9, 5.3
Corey Brewer, LAL, SF,31,54, 2, 12.9,1.4,3.2, .453, 0.1,0.8,.186, 1.3, 2.4,.543,.477, 0.6,0.9,.667, 0.4,1.3,1.7,0.8, 0.8, 0.1,0.7,1.5, 3.7
Corey Brewer, OKC, SG,31,18, 16, 28.6,3.6,8.0, .444, 1.3,3.7,.343, 2.3, 4.3,.532,.524, 1.7,2.2,.795, 1.1,2.3,3.4,1.3, 2.1, 0.3,0.6,3.1, 10.1
Malcolm Brogdon, MIL, PG,25,48, 20, 29.9,5.1,10.5, .485, 1.3,3.4,.385, 3.8, 7.1,.532,.547, 1.6,1.8,.882, 0.5,2.8,3.3,3.2, 0.9, 0.3,1.4,2.7, 13.0
Aaron Brooks, MIN, PG,33,32, 1, 5.9,0.9,2.2, .406, 0.3,1.0,.355, 0.5, 1.2,.447,.486, 0.3,0.3,.727, 0.2,0.3,0.5,0.6, 0.2, 0.0,0.3,0.9, 2.3
Dillon Brooks, MEM, SF,22,82, 74, 28.7,4.1,9.4, .440, 1.1,3.2,.356, 3.0, 6.2,.484,.501, 1.5,2.0,.747, 0.6,2.5,3.1,1.6, 0.9, 0.2,1.5,2.8, 11.0
MarShon Brooks, MEM, SG,29,7, 1, 27.6,7.3,14.6, .500, 2.7,4.6,.594, 4.6, 10.0,.457,.593, 2.9,3.3,.870, 1.1,1.9,3.0,3.6, 1.6, 0.4,2.3,0.9, 20.1
Anthony Brown, MIN, SF,25,1, 0, 4.0,1.0,1.0, 1.000, 1.0,1.0,1.000, 0.0, 0.0,,1.500, 0.0,0.0,, 0.0,0.0,0.0,1.0, 0.0, 0.0,0.0,0.0, 3.0
Bobby Brown, HOU, PG,33,20, 0, 5.8,1.0,2.9, .328, 0.6,2.0,.275, 0.4, 0.9,.444,.422, 0.1,0.1,.500, 0.0,0.4,0.4,0.6, 0.2, 0.0,0.5,0.3, 2.5
Jaylen Brown, BOS, SG,21,70, 70, 30.7,5.3,11.5, .465, 1.7,4.4,.395, 3.6, 7.1,.507,.540, 2.1,3.3,.644, 0.9,4.0,4.9,1.6, 1.0, 0.4,1.8,2.6, 14.5
Lorenzo Brown, TOR, PG,27,14, 0, 9.9,1.0,2.4, .412, 0.1,0.9,.167, 0.9, 1.6,.545,.441, 0.1,0.1,1.000, 0.1,1.0,1.1,0.9, 0.4, 0.0,0.2,0.5, 2.3
Markel Brown, HOU, SG,26,4, 0, 7.8,0.5,1.8, .286, 0.3,1.3,.200, 0.3, 0.5,.500,.357, 0.0,0.0,, 0.3,1.0,1.3,0.5, 0.0, 0.0,0.5,1.5, 1.3
Sterling Brown, MIL, SG,22,54, 4, 14.4,1.5,3.8, .400, 0.6,1.7,.352, 0.9, 2.1,.439,.478, 0.4,0.4,.875, 0.5,2.1,2.6,0.5, 0.6, 0.2,0.5,1.5, 4.0
Nicolás Brussino, ATL, SF,24,4, 0, 2.5,0.0,0.5, .000, 0.0,0.5,.000, 0.0, 0.0,,.000, 0.0,0.0,, 0.0,0.8,0.8,0.0, 0.0, 0.0,0.0,0.0, 0.0
Thomas Bryant, LAL, C,20,15, 0, 4.8,0.5,1.4, .381, 0.1,0.7,.100, 0.5, 0.7,.636,.405, 0.3,0.6,.556, 0.2,0.9,1.1,0.4, 0.1, 0.1,0.1,0.4, 1.5
Reggie Bullock, DET, SF,26,62, 52, 27.9,4.3,8.8, .489, 2.0,4.5,.445, 2.3, 4.3,.536,.603, 0.6,0.8,.796, 0.4,2.0,2.5,1.5, 0.8, 0.2,0.8,1.1, 11.3
Trey Burke, NYK, PG,25,36, 9, 21.8,5.4,10.7, .503, 1.1,2.9,.362, 4.3, 7.8,.556,.552, 1.0,1.6,.649, 0.4,1.6,2.0,4.7, 0.7, 0.1,1.2,1.2, 12.8
Alec Burks, UTA, SG,26,64, 1, 16.5,2.7,6.5, .411, 0.7,2.2,.331, 1.9, 4.3,.452,.467, 1.7,1.9,.863, 0.3,2.7,3.0,1.0, 0.6, 0.1,0.9,1.2, 7.7
Jimmy Butler, MIN, SG,28,59, 59, 36.7,7.4,15.6, .474, 1.2,3.4,.350, 6.2, 12.2,.509,.512, 6.2,7.2,.854, 1.3,4.0,5.3,4.9, 2.0, 0.4,1.8,1.3, 22.2
Dwight Buycks, DET, PG,28,29, 0, 14.7,2.8,6.8, .414, 0.5,1.6,.333, 2.3, 5.3,.438,.452, 1.2,1.4,.878, 0.4,1.0,1.4,2.0, 0.7, 0.1,1.3,1.3, 7.4
Bruno Caboclo, TOT, SF,22,12, 0, 8.9,0.8,2.6, .290, 0.3,1.4,.176, 0.5, 1.2,.429,.339, 0.4,0.5,.833, 0.6,1.3,1.8,0.3, 0.3, 0.3,0.3,0.7, 2.2
Bruno Caboclo, TOR, SF,22,2, 0, 3.5,0.0,1.0, .000, 0.0,1.0,.000, 0.0, 0.0,,.000, 0.0,0.0,, 0.0,0.5,0.5,0.5, 0.5, 0.0,0.0,0.5, 0.0
Bruno Caboclo, SAC, SF,22,10, 0, 10.0,0.9,2.9, .310, 0.3,1.5,.200, 0.6, 1.4,.429,.362, 0.5,0.6,.833, 0.7,1.4,2.1,0.3, 0.2, 0.4,0.4,0.7, 2.6
José Calderón, CLE, PG,36,57, 32, 16.0,1.6,3.2, .503, 0.8,1.7,.464, 0.8, 1.5,.545,.624, 0.4,0.5,.800, 0.2,1.2,1.5,2.1, 0.5, 0.0,0.7,1.4, 4.5
Kentavious Caldwell-Pope, LAL, SG,24,74, 74, 33.2,4.6,10.8, .426, 2.1,5.6,.383, 2.4, 5.2,.473,.526, 2.1,2.6,.789, 0.8,4.4,5.2,2.2, 1.4, 0.2,1.3,2.0, 13.4
Isaiah Canaan, TOT, PG-SG,26,20, 1, 21.1,2.6,6.9, .380, 1.1,3.3,.333, 1.5, 3.6,.423,.460, 2.3,2.6,.902, 0.3,2.0,2.3,3.8, 0.8, 0.1,1.5,1.8, 8.6
Isaiah Canaan, HOU, SG,26,1, 0, 4.0,0.0,1.0, .000, 0.0,0.0,, 0.0, 1.0,.000,.000, 0.0,0.0,, 0.0,1.0,1.0,0.0, 0.0, 0.0,0.0,0.0, 0.0
Isaiah Canaan, PHO, PG,26,19, 1, 22.0,2.7,7.2, .382, 1.2,3.5,.333, 1.6, 3.7,.429,.463, 2.4,2.7,.902, 0.3,2.0,2.3,4.0, 0.8, 0.1,1.5,1.9, 9.1
Clint Capela, HOU, C,23,74, 74, 27.5,6.0,9.1, .652, 0.0,0.0,.000, 6.0, 9.1,.653,.652, 1.9,3.5,.560, 3.3,7.6,10.8,0.9, 0.8, 1.9,1.4,2.5, 13.9
DeMarre Carroll, BRK, PF,31,73, 73, 29.9,4.5,10.8, .414, 2.0,5.4,.371, 2.5, 5.4,.457,.506, 2.6,3.4,.764, 1.4,5.1,6.6,2.0, 0.8, 0.4,1.4,2.3, 13.5
Vince Carter, SAC, SF,41,58, 5, 17.7,2.0,4.9, .403, 1.0,2.8,.345, 1.0, 2.0,.483,.504, 0.5,0.6,.757, 0.3,2.2,2.6,1.2, 0.7, 0.4,0.6,1.7, 5.4
Michael Carter-Williams, CHO, PG,26,52, 2, 16.1,1.5,4.4, .332, 0.3,1.1,.237, 1.2, 3.3,.365,.362, 1.4,1.7,.820, 0.7,1.9,2.7,2.2, 0.8, 0.4,1.0,1.9, 4.6
Alex Caruso, LAL, PG,23,37, 7, 15.2,1.4,3.1, .431, 0.4,1.2,.302, 1.0, 2.0,.507,.487, 0.6,0.8,.700, 0.4,1.4,1.8,2.0, 0.6, 0.3,1.1,1.4, 3.6
Omri Casspi, GSW, SF,29,53, 7, 14.0,2.3,3.9, .580, 0.2,0.4,.455, 2.1, 3.5,.595,.604, 0.9,1.3,.725, 0.6,3.2,3.8,1.0, 0.3, 0.4,0.7,1.3, 5.7
Willie Cauley-Stein, SAC, C,24,73, 58, 28.0,5.3,10.6, .502, 0.0,0.2,.250, 5.3, 10.4,.506,.504, 2.1,3.4,.619, 1.8,5.2,7.0,2.4, 1.1, 0.9,1.5,2.5, 12.8
Tyler Cavanaugh, ATL, PF,23,39, 1, 13.3,1.7,3.9, .441, 0.8,2.3,.360, 0.9, 1.6,.556,.546, 0.4,0.5,.810, 1.2,2.1,3.3,0.7, 0.2, 0.1,0.4,1.6, 4.7
Mario Chalmers, MEM, PG,31,66, 10, 21.5,2.5,6.7, .379, 0.8,2.9,.277, 1.7, 3.8,.456,.439, 1.8,2.1,.855, 0.2,2.2,2.4,3.0, 1.2, 0.2,1.8,2.7, 7.7
Tyson Chandler, PHO, C,35,46, 46, 25.0,2.6,4.1, .647, 0.0,0.0,, 2.6, 4.1,.647,.647, 1.3,2.0,.624, 2.9,6.2,9.1,1.2, 0.3, 0.6,1.3,2.3, 6.5
Wilson Chandler, DEN, SF,30,74, 71, 31.7,3.8,8.5, .445, 1.2,3.3,.358, 2.6, 5.2,.501,.515, 1.2,1.5,.772, 1.4,4.0,5.4,2.1, 0.6, 0.5,1.2,2.1, 10.0
Marquese Chriss, PHO, PF,20,72, 49, 21.2,2.8,6.6, .423, 0.8,2.6,.295, 2.0, 4.0,.509,.482, 1.3,2.2,.608, 1.1,4.4,5.5,1.2, 0.7, 1.0,1.5,2.8, 7.7
Ian Clark, NOP, SG,26,74, 2, 19.7,3.0,6.7, .448, 0.8,2.6,.318, 2.2, 4.1,.533,.511, 0.6,0.8,.763, 0.1,1.6,1.7,1.5, 0.4, 0.1,0.8,1.6, 7.4
