NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Steven Adams, OKC, C,26,58, 58, 27.0,4.5,7.6, .591, 0.0,0.1,.333, 4.5, 7.6,.593,.593, 1.9,3.2,.590, 3.4,6.0,9.4,2.4, 0.9, 1.1,1.5,1.9, 10.9
Bam Adebayo, MIA, PF,22,65, 65, 34.4,6.3,11.1, .567, 0.0,0.2,.077, 6.3, 10.9,.576,.568, 3.6,5.3,.690, 2.5,8.0,10.5,5.1, 1.2, 1.3,2.8,2.5, 16.2
LaMarcus Aldridge, SAS, C,34,53, 53, 33.1,7.4,15.0, .493, 1.2,3.0,.389, 6.2, 12.0,.519,.532, 3.0,3.6,.827, 1.9,5.5,7.4,2.4, 0.7, 1.6,1.4,2.4, 18.9
Nickeil Alexander-Walker, NOP, SG,21,41, 0, 12.2,1.9,5.5, .339, 1.0,2.9,.342, 0.9, 2.7,.336,.427, 0.4,0.7,.607, 0.2,1.8,2.0,1.8, 0.3, 0.2,1.0,1.1, 5.1
Grayson Allen, MEM, SG,24,30, 0, 16.6,2.6,5.9, .449, 1.1,3.0,.363, 1.5, 2.8,.541,.543, 1.0,1.2,.857, 0.2,2.0,2.2,1.4, 0.2, 0.0,0.8,1.2, 7.4
Jarrett Allen, BRK, C,21,64, 58, 25.7,4.2,6.5, .646, 0.0,0.1,.000, 4.2, 6.4,.654,.646, 2.3,3.7,.620, 3.0,6.4,9.5,1.3, 0.6, 1.3,1.1,2.3, 10.6
Kadeem Allen, NYK, SG,27,10, 0, 11.7,1.9,4.4, .432, 0.5,1.6,.313, 1.4, 2.8,.500,.489, 0.7,1.1,.636, 0.2,0.7,0.9,2.1, 0.5, 0.2,0.8,0.7, 5.0
Al-Farouq Aminu, ORL, PF,29,18, 2, 21.1,1.4,4.8, .291, 0.5,2.0,.250, 0.9, 2.8,.320,.343, 1.1,1.6,.655, 1.3,3.5,4.8,1.2, 1.0, 0.4,0.9,1.5, 4.3
Justin Anderson, BRK, SF,26,3, 0, 5.7,0.3,2.0, .167, 0.0,1.0,.000, 0.3, 1.0,.333,.167, 0.3,0.7,.500, 0.0,0.7,0.7,0.0, 0.0, 0.3,0.0,0.7, 1.0
Kyle Anderson, MEM, PF,26,59, 20, 19.3,2.3,4.7, .493, 0.3,1.1,.258, 2.1, 3.7,.560,.521, 0.7,1.1,.652, 0.9,3.4,4.4,2.2, 0.8, 0.5,0.9,1.4, 5.7
Ryan Anderson, HOU, PF,31,2, 0, 7.0,1.0,3.5, .286, 0.5,2.5,.200, 0.5, 1.0,.500,.357, 0.0,0.0,, 0.0,3.5,3.5,1.0, 0.5, 0.0,0.5,0.5, 2.5
